Team,Opponent,Season,State,Game_Type,Venue,Venue_City,Month,Date,Team_Score,Opponent_Score,Win,Result
North Melbourne,Essendon,2017,VIC,Away,Docklands,Melbourne,July,2017-07-22 13:45,105,132,0,L
Melbourne,Port Adelaide,2017,VIC,Home,M.C.G.,Melbourne,July,2017-07-22 14:10,88,65,1,W
Port Adelaide,Melbourne,2017,SA,Away,M.C.G.,Melbourne,July,2017-07-22 14:10,65,88,0,L
Western Bulldogs,Gold Coast,2017,VIC,Home,Cazaly's Stadium,Cairns,July,2017-07-22 16:35,110,56,1,W
Gold Coast,Western Bulldogs,2017,QLD,Away,Cazaly's Stadium,Cairns,July,2017-07-22 16:35,56,110,0,L
Sydney,St Kilda,2017,NSW,Home,S.C.G.,Sydney,July,2017-07-22 19:25,101,59,1,W
St Kilda,Sydney,2017,VIC,Away,S.C.G.,Sydney,July,2017-07-22 19:25,59,101,0,L
Fremantle,Hawthorn,2017,WA,Home,Subiaco,Perth,July,2017-07-22 17:40,48,100,0,L
Hawthorn,Fremantle,2017,VIC,Away,Subiaco,Perth,July,2017-07-22 17:40,100,48,1,W
Richmond,Greater Western Sydney,2017,VIC,Home,M.C.G.,Melbourne,July,2017-07-23 13:10,64,45,1,W
Greater Western Sydney,Richmond,2017,NSW,Away,M.C.G.,Melbourne,July,2017-07-23 13:10,45,64,0,L
Collingwood,West Coast,2017,VIC,Home,Docklands,Melbourne,July,2017-07-23 15:20,93,85,1,W
West Coast,Collingwood,2017,WA,Away,Docklands,Melbourne,July,2017-07-23 15:20,85,93,0,L
Brisbane Lions,Carlton,2017,QLD,Home,Gabba,Brisbane,July,2017-07-23 16:40,112,82,1,W
Carlton,Brisbane Lions,2017,VIC,Away,Gabba,Brisbane,July,2017-07-23 16:40,82,112,0,L
Hawthorn,Sydney,2017,VIC,Home,M.C.G.,Melbourne,July,2017-07-28 19:50,72,66,1,W
Sydney,Hawthorn,2017,NSW,Away,M.C.G.,Melbourne,July,2017-07-28 19:50,66,72,0,L
North Melbourne,Melbourne,2017,VIC,Home,Bellerive Oval,Hobart,July,2017-07-29 13:45,76,72,1,W
Melbourne,North Melbourne,2017,VIC,Away,Bellerive Oval,Hobart,July,2017-07-29 13:45,72,76,0,L
Greater Western Sydney,Fremantle,2017,NSW,Home,Sydney Showground,Sydney,July,2017-07-29 14:10,98,86,1,W
Fremantle,Greater Western Sydney,2017,WA,Away,Sydney Showground,Sydney,July,2017-07-29 14:10,86,98,0,L
Port Adelaide,St Kilda,2017,SA,Home,Adelaide Oval,Adelaide,July,2017-07-29 16:05,63,61,1,W
St Kilda,Port Adelaide,2017,VIC,Away,Adelaide Oval,Adelaide,July,2017-07-29 16:05,61,63,0,L
Carlton,Geelong,2017,VIC,Home,Docklands,Melbourne,July,2017-07-29 19:25,58,123,0,L
Geelong,Carlton,2017,VIC,Away,Docklands,Melbourne,July,2017-07-29 19:25,123,58,1,W
Gold Coast,Richmond,2017,QLD,Home,Carrara,Gold Coast,July,2017-07-29 19:25,65,98,0,L
Richmond,Gold Coast,2017,VIC,Away,Carrara,Gold Coast,July,2017-07-29 19:25,98,65,1,W
Western Bulldogs,Essendon,2017,VIC,Home,Docklands,Melbourne,July,2017-07-30 13:10,127,97,1,W
Essendon,Western Bulldogs,2017,VIC,Away,Docklands,Melbourne,July,2017-07-30 13:10,97,127,0,L
Collingwood,Adelaide,2017,VIC,Home,M.C.G.,Melbourne,July,2017-07-30 15:20,103,103,0,D
Adelaide,Collingwood,2017,SA,Away,M.C.G.,Melbourne,July,2017-07-30 15:20,103,103,0,D
West Coast,Brisbane Lions,2017,WA,Home,Subiaco,Perth,July,2017-07-30 14:40,113,45,1,W
Brisbane Lions,West Coast,2017,QLD,Away,Subiaco,Perth,July,2017-07-30 14:40,45,113,0,L
Geelong,Sydney,2017,VIC,Home,Kardinia Park,Geelong,August,2017-08-04 19:50,61,107,0,L
Sydney,Geelong,2017,NSW,Away,Kardinia Park,Geelong,August,2017-08-04 19:50,107,61,1,W
Greater Western Sydney,Melbourne,2017,NSW,Home,Manuka Oval,Canberra,August,2017-08-05 13:45,97,62,1,W
Melbourne,Greater Western Sydney,2017,VIC,Away,Manuka Oval,Canberra,August,2017-08-05 13:45,62,97,0,L
Essendon,Carlton,2017,VIC,Home,M.C.G.,Melbourne,August,2017-08-05 14:10,84,76,1,W
Carlton,Essendon,2017,VIC,Away,M.C.G.,Melbourne,August,2017-08-05 14:10,76,84,0,L
Brisbane Lions,Western Bulldogs,2017,QLD,Home,Gabba,Brisbane,August,2017-08-05 16:35,89,103,0,L
Western Bulldogs,Brisbane Lions,2017,VIC,Away,Gabba,Brisbane,August,2017-08-05 16:35,103,89,1,W
North Melbourne,Collingwood,2017,VIC,Home,Docklands,Melbourne,August,2017-08-05 19:25,57,111,0,L
Collingwood,North Melbourne,2017,VIC,Away,Docklands,Melbourne,August,2017-08-05 19:25,111,57,1,W
Fremantle,Gold Coast,2017,WA,Home,Subiaco,Perth,August,2017-08-05 17:40,90,67,1,W
Gold Coast,Fremantle,2017,QLD,Away,Subiaco,Perth,August,2017-08-05 17:40,67,90,0,L
St Kilda,West Coast,2017,VIC,Home,Docklands,Melbourne,August,2017-08-06 13:10,103,95,1,W
West Coast,St Kilda,2017,WA,Away,Docklands,Melbourne,August,2017-08-06 13:10,95,103,0,L
Richmond,Hawthorn,2017,VIC,Home,M.C.G.,Melbourne,August,2017-08-06 15:20,93,64,1,W
Hawthorn,Richmond,2017,VIC,Away,M.C.G.,Melbourne,August,2017-08-06 15:20,64,93,0,L
Adelaide,Port Adelaide,2017,SA,Home,Adelaide Oval,Adelaide,August,2017-08-06 16:10,130,46,1,W
Port Adelaide,Adelaide,2017,SA,Away,Adelaide Oval,Adelaide,August,2017-08-06 16:10,46,130,0,L
Western Bulldogs,Greater Western Sydney,2017,VIC,Home,Docklands,Melbourne,August,2017-08-11 19:50,57,105,0,L
Greater Western Sydney,Western Bulldogs,2017,NSW,Away,Docklands,Melbourne,August,2017-08-11 19:50,105,57,1,W
Sydney,Fremantle,2017,NSW,Home,S.C.G.,Sydney,August,2017-08-12 13:45,143,39,1,W
Fremantle,Sydney,2017,WA,Away,S.C.G.,Sydney,August,2017-08-12 13:45,39,143,0,L
Geelong,Richmond,2017,VIC,Home,Kardinia Park,Geelong,August,2017-08-12 14:10,80,66,1,W
Richmond,Geelong,2017,VIC,Away,Kardinia Park,Geelong,August,2017-08-12 14:10,66,80,0,L
Brisbane Lions,Gold Coast,2017,QLD,Home,Gabba,Brisbane,August,2017-08-12 16:35,142,84,1,W
Gold Coast,Brisbane Lions,2017,QLD,Away,Gabba,Brisbane,August,2017-08-12 16:35,84,142,0,L
Essendon,Adelaide,2017,VIC,Home,Docklands,Melbourne,August,2017-08-12 19:25,80,123,0,L
Adelaide,Essendon,2017,SA,Away,Docklands,Melbourne,August,2017-08-12 19:25,123,80,1,W
West Coast,Carlton,2017,WA,Home,Subiaco,Perth,August,2017-08-12 17:40,100,83,1,W
Carlton,West Coast,2017,VIC,Away,Subiaco,Perth,August,2017-08-12 17:40,83,100,0,L
Melbourne,St Kilda,2017,VIC,Home,M.C.G.,Melbourne,August,2017-08-13 13:10,96,72,1,W
St Kilda,Melbourne,2017,VIC,Away,M.C.G.,Melbourne,August,2017-08-13 13:10,72,96,0,L
Hawthorn,North Melbourne,2017,VIC,Home,York Park,Launceston,August,2017-08-13 15:20,116,89,1,W
North Melbourne,Hawthorn,2017,VIC,Away,York Park,Launceston,August,2017-08-13 15:20,89,116,0,L
Port Adelaide,Collingwood,2017,SA,Home,Adelaide Oval,Adelaide,August,2017-08-13 16:10,98,71,1,W
Collingwood,Port Adelaide,2017,VIC,Away,Adelaide Oval,Adelaide,August,2017-08-13 16:10,71,98,0,L
Adelaide,Sydney,2017,SA,Home,Adelaide Oval,Adelaide,August,2017-08-18 19:20,80,83,0,L
Sydney,Adelaide,2017,NSW,Away,Adelaide Oval,Adelaide,August,2017-08-18 19:20,83,80,1,W
Western Bulldogs,Port Adelaide,2017,VIC,Home,Eureka Stadium,Ballarat,August,2017-08-19 13:45,79,96,0,L
Port Adelaide,Western Bulldogs,2017,SA,Away,Eureka Stadium,Ballarat,August,2017-08-19 13:45,96,79,1,W
Collingwood,Geelong,2017,VIC,Home,M.C.G.,Melbourne,August,2017-08-19 14:10,59,70,0,L
Geelong,Collingwood,2017,VIC,Away,M.C.G.,Melbourne,August,2017-08-19 14:10,70,59,1,W
Greater Western Sydney,West Coast,2017,NSW,Home,Sydney Showground,Sydney,August,2017-08-19 16:35,81,60,1,W
West Coast,Greater Western Sydney,2017,WA,Away,Sydney Showground,Sydney,August,2017-08-19 16:35,60,81,0,L
Carlton,Hawthorn,2017,VIC,Home,Docklands,Melbourne,August,2017-08-19 19:25,77,70,1,W
Hawthorn,Carlton,2017,VIC,Away,Docklands,Melbourne,August,2017-08-19 19:25,70,77,0,L
Gold Coast,Essendon,2017,QLD,Home,Carrara,Gold Coast,August,2017-08-19 19:25,57,90,0,L
Essendon,Gold Coast,2017,VIC,Away,Carrara,Gold Coast,August,2017-08-19 19:25,90,57,1,W
Melbourne,Brisbane Lions,2017,VIC,Home,M.C.G.,Melbourne,August,2017-08-20 13:10,104,91,1,W
Brisbane Lions,Melbourne,2017,QLD,Away,M.C.G.,Melbourne,August,2017-08-20 13:10,91,104,0,L
St Kilda,North Melbourne,2017,VIC,Home,Docklands,Melbourne,August,2017-08-20 15:20,127,78,1,W
North Melbourne,St Kilda,2017,VIC,Away,Docklands,Melbourne,August,2017-08-20 15:20,78,127,0,L
Fremantle,Richmond,2017,WA,Home,Subiaco,Perth,August,2017-08-20 14:40,51,155,0,L
Richmond,Fremantle,2017,VIC,Away,Subiaco,Perth,August,2017-08-20 14:40,155,51,1,W
Hawthorn,Western Bulldogs,2017,VIC,Home,Docklands,Melbourne,August,2017-08-25 19:50,99,90,1,W
Western Bulldogs,Hawthorn,2017,VIC,Away,Docklands,Melbourne,August,2017-08-25 19:50,90,99,0,L
Collingwood,Melbourne,2017,VIC,Home,M.C.G.,Melbourne,August,2017-08-26 13:45,99,83,1,W
Melbourne,Collingwood,2017,VIC,Away,M.C.G.,Melbourne,August,2017-08-26 13:45,83,99,0,L
Brisbane Lions,North Melbourne,2017,QLD,Home,Gabba,Brisbane,August,2017-08-26 14:10,79,130,0,L
North Melbourne,Brisbane Lions,2017,VIC,Away,Gabba,Brisbane,August,2017-08-26 14:10,130,79,1,W
Sydney,Carlton,2017,NSW,Home,S.C.G.,Sydney,August,2017-08-26 16:35,138,57,1,W
Carlton,Sydney,2017,VIC,Away,S.C.G.,Sydney,August,2017-08-26 16:35,57,138,0,L
Geelong,Greater Western Sydney,2017,VIC,Home,Kardinia Park,Geelong,August,2017-08-26 19:25,103,59,1,W
Greater Western Sydney,Geelong,2017,NSW,Away,Kardinia Park,Geelong,August,2017-08-26 19:25,59,103,0,L
Port Adelaide,Gold Coast,2017,SA,Home,Adelaide Oval,Adelaide,August,2017-08-26 19:10,135,20,1,W
Gold Coast,Port Adelaide,2017,QLD,Away,Adelaide Oval,Adelaide,August,2017-08-26 19:10,20,135,0,L
Essendon,Fremantle,2017,VIC,Home,Docklands,Melbourne,August,2017-08-27 13:10,107,92,1,W
Fremantle,Essendon,2017,WA,Away,Docklands,Melbourne,August,2017-08-27 13:10,92,107,0,L
Richmond,St Kilda,2017,VIC,Home,M.C.G.,Melbourne,August,2017-08-27 15:20,122,81,1,W
St Kilda,Richmond,2017,VIC,Away,M.C.G.,Melbourne,August,2017-08-27 15:20,81,122,0,L
West Coast,Adelaide,2017,WA,Home,Subiaco,Perth,August,2017-08-27 14:40,100,71,1,W
Adelaide,West Coast,2017,SA,Away,Subiaco,Perth,August,2017-08-27 14:40,71,100,0,L
Adelaide,Greater Western Sydney,2017,SA,Home,Adelaide Oval,Adelaide,September,2017-09-07 19:20,84,48,1,W
Greater Western Sydney,Adelaide,2017,NSW,Away,Adelaide Oval,Adelaide,September,2017-09-07 19:20,48,84,0,L
Geelong,Richmond,2017,VIC,Home,M.C.G.,Melbourne,September,2017-09-08 19:50,40,91,0,L
Richmond,Geelong,2017,VIC,Away,M.C.G.,Melbourne,September,2017-09-08 19:50,91,40,1,W
Sydney,Essendon,2017,NSW,Home,S.C.G.,Sydney,September,2017-09-09 16:20,121,56,1,W
Essendon,Sydney,2017,VIC,Away,S.C.G.,Sydney,September,2017-09-09 16:20,56,121,0,L
Geelong,Sydney,2017,VIC,Home,M.C.G.,Melbourne,September,2017-09-15 19:50,98,39,1,W
Sydney,Geelong,2017,NSW,Away,M.C.G.,Melbourne,September,2017-09-15 19:50,39,98,0,L
Greater Western Sydney,West Coast,2017,NSW,Home,Sydney Showground,Sydney,September,2017-09-16 19:25,125,58,1,W
West Coast,Greater Western Sydney,2017,WA,Away,Sydney Showground,Sydney,September,2017-09-16 19:25,58,125,0,L
Adelaide,Geelong,2017,SA,Home,Adelaide Oval,Adelaide,September,2017-09-22 19:20,136,75,1,W
Geelong,Adelaide,2017,VIC,Away,Adelaide Oval,Adelaide,September,2017-09-22 19:20,75,136,0,L
Richmond,Greater Western Sydney,2017,VIC,Home,M.C.G.,Melbourne,September,2017-09-23 16:45,103,67,1,W
Greater Western Sydney,Richmond,2017,NSW,Away,M.C.G.,Melbourne,September,2017-09-23 16:45,67,103,0,L
Adelaide,Richmond,2017,SA,Home,M.C.G.,Melbourne,September,2017-09-30 14:30,60,108,0,L
Richmond,Adelaide,2017,VIC,Away,M.C.G.,Melbourne,September,2017-09-30 14:30,108,60,1,W
Richmond,Carlton,2018,VIC,Home,M.C.G.,Melbourne,March,2018-03-22 19:25,121,95,1,W
Carlton,Richmond,2018,VIC,Away,M.C.G.,Melbourne,March,2018-03-22 19:25,95,121,0,L
Essendon,Adelaide,2018,VIC,Home,Docklands,Melbourne,March,2018-03-23 19:50,99,87,1,W
Adelaide,Essendon,2018,SA,Away,Docklands,Melbourne,March,2018-03-23 19:50,87,99,0,L
St Kilda,Brisbane Lions,2018,VIC,Home,Docklands,Melbourne,March,2018-03-24 15:35,107,82,1,W
Brisbane Lions,St Kilda,2018,QLD,Away,Docklands,Melbourne,March,2018-03-24 15:35,82,107,0,L
Port Adelaide,Fremantle,2018,SA,Home,Adelaide Oval,Adelaide,March,2018-03-24 16:05,110,60,1,W
Fremantle,Port Adelaide,2018,WA,Away,Adelaide Oval,Adelaide,March,2018-03-24 16:05,60,110,0,L
Gold Coast,North Melbourne,2018,QLD,Home,Cazaly's Stadium,Cairns,March,2018-03-24 18:25,55,39,1,W
North Melbourne,Gold Coast,2018,VIC,Away,Cazaly's Stadium,Cairns,March,2018-03-24 18:25,39,55,0,L
Hawthorn,Collingwood,2018,VIC,Home,M.C.G.,Melbourne,March,2018-03-24 19:25,101,67,1,W
Collingwood,Hawthorn,2018,VIC,Away,M.C.G.,Melbourne,March,2018-03-24 19:25,67,101,0,L
Greater Western Sydney,Western Bulldogs,2018,NSW,Home,Manuka Oval,Canberra,March,2018-03-25 13:10,133,51,1,W
Western Bulldogs,Greater Western Sydney,2018,VIC,Away,Manuka Oval,Canberra,March,2018-03-25 13:10,51,133,0,L
Melbourne,Geelong,2018,VIC,Home,M.C.G.,Melbourne,March,2018-03-25 15:20,94,97,0,L
Geelong,Melbourne,2018,VIC,Away,M.C.G.,Melbourne,March,2018-03-25 15:20,97,94,1,W
West Coast,Sydney,2018,WA,Home,Perth Stadium,Perth,March,2018-03-25 16:20,86,115,0,L
Sydney,West Coast,2018,NSW,Away,Perth Stadium,Perth,March,2018-03-25 16:20,115,86,1,W
Adelaide,Richmond,2018,SA,Home,Adelaide Oval,Adelaide,March,2018-03-29 19:20,118,82,1,W
Richmond,Adelaide,2018,VIC,Away,Adelaide Oval,Adelaide,March,2018-03-29 19:20,82,118,0,L
North Melbourne,St Kilda,2018,VIC,Home,Docklands,Melbourne,March,2018-03-30 16:20,95,43,1,W
St Kilda,North Melbourne,2018,VIC,Away,Docklands,Melbourne,March,2018-03-30 16:20,43,95,0,L
Carlton,Gold Coast,2018,VIC,Home,Docklands,Melbourne,March,2018-03-31 13:45,67,101,0,L
Gold Coast,Carlton,2018,QLD,Away,Docklands,Melbourne,March,2018-03-31 13:45,101,67,1,W
Collingwood,Greater Western Sydney,2018,VIC,Home,M.C.G.,Melbourne,March,2018-03-31 16:35,79,95,0,L
Greater Western Sydney,Collingwood,2018,NSW,Away,M.C.G.,Melbourne,March,2018-03-31 16:35,95,79,1,W
Brisbane Lions,Melbourne,2018,QLD,Home,Gabba,Brisbane,March,2018-03-31 18:25,74,100,0,L
Melbourne,Brisbane Lions,2018,VIC,Away,Gabba,Brisbane,March,2018-03-31 18:25,100,74,1,W
Fremantle,Essendon,2018,WA,Home,Perth Stadium,Perth,March,2018-03-31 17:10,106,90,1,W
Essendon,Fremantle,2018,VIC,Away,Perth Stadium,Perth,March,2018-03-31 17:10,90,106,0,L
Western Bulldogs,West Coast,2018,VIC,Home,Docklands,Melbourne,April,2018-04-01 15:20,70,121,0,L
West Coast,Western Bulldogs,2018,WA,Away,Docklands,Melbourne,April,2018-04-01 15:20,121,70,1,W
Sydney,Port Adelaide,2018,NSW,Home,S.C.G.,Sydney,April,2018-04-01 16:40,71,94,0,L
Port Adelaide,Sydney,2018,SA,Away,S.C.G.,Sydney,April,2018-04-01 16:40,94,71,1,W
Geelong,Hawthorn,2018,VIC,Home,M.C.G.,Melbourne,April,2018-04-02 15:20,117,118,0,L
Hawthorn,Geelong,2018,VIC,Away,M.C.G.,Melbourne,April,2018-04-02 15:20,118,117,1,W
Carlton,Collingwood,2018,VIC,Home,M.C.G.,Melbourne,April,2018-04-06 19:50,76,100,0,L
Collingwood,Carlton,2018,VIC,Away,M.C.G.,Melbourne,April,2018-04-06 19:50,100,76,1,W
Port Adelaide,Brisbane Lions,2018,SA,Home,Adelaide Oval,Adelaide,April,2018-04-07 13:15,97,92,1,W
Brisbane Lions,Port Adelaide,2018,QLD,Away,Adelaide Oval,Adelaide,April,2018-04-07 13:15,92,97,0,L
Melbourne,North Melbourne,2018,VIC,Home,M.C.G.,Melbourne,April,2018-04-07 14:10,123,86,1,W
North Melbourne,Melbourne,2018,VIC,Away,M.C.G.,Melbourne,April,2018-04-07 14:10,86,123,0,L
Gold Coast,Fremantle,2018,QLD,Home,Perth Stadium,Perth,April,2018-04-07 14:35,68,96,0,L
Fremantle,Gold Coast,2018,WA,Away,Perth Stadium,Perth,April,2018-04-07 14:35,96,68,1,W
St Kilda,Adelaide,2018,VIC,Home,Docklands,Melbourne,April,2018-04-07 19:25,55,104,0,L
Adelaide,St Kilda,2018,SA,Away,Docklands,Melbourne,April,2018-04-07 19:25,104,55,1,W
Sydney,Greater Western Sydney,2018,NSW,Home,S.C.G.,Sydney,April,2018-04-07 19:25,103,87,1,W
Greater Western Sydney,Sydney,2018,NSW,Away,S.C.G.,Sydney,April,2018-04-07 19:25,87,103,0,L
Richmond,Hawthorn,2018,VIC,Home,M.C.G.,Melbourne,April,2018-04-08 13:10,102,89,1,W
Hawthorn,Richmond,2018,VIC,Away,M.C.G.,Melbourne,April,2018-04-08 13:10,89,102,0,L
Western Bulldogs,Essendon,2018,VIC,Home,Docklands,Melbourne,April,2018-04-08 15:20,104,83,1,W
Essendon,Western Bulldogs,2018,VIC,Away,Docklands,Melbourne,April,2018-04-08 15:20,83,104,0,L
West Coast,Geelong,2018,WA,Home,Perth Stadium,Perth,April,2018-04-08 14:40,95,80,1,W
Geelong,West Coast,2018,VIC,Away,Perth Stadium,Perth,April,2018-04-08 14:40,80,95,0,L
Adelaide,Collingwood,2018,SA,Home,Adelaide Oval,Adelaide,April,2018-04-13 19:20,58,106,0,L
Collingwood,Adelaide,2018,VIC,Away,Adelaide Oval,Adelaide,April,2018-04-13 19:20,106,58,1,W
Greater Western Sydney,Fremantle,2018,NSW,Home,Manuka Oval,Canberra,April,2018-04-14 13:45,82,51,1,W
Fremantle,Greater Western Sydney,2018,WA,Away,Manuka Oval,Canberra,April,2018-04-14 13:45,51,82,0,L
Richmond,Brisbane Lions,2018,VIC,Home,M.C.G.,Melbourne,April,2018-04-14 14:10,110,17,1,W
Brisbane Lions,Richmond,2018,QLD,Away,M.C.G.,Melbourne,April,2018-04-14 14:10,17,110,0,L
Western Bulldogs,Sydney,2018,VIC,Home,Docklands,Melbourne,April,2018-04-14 16:35,79,86,0,L
Sydney,Western Bulldogs,2018,NSW,Away,Docklands,Melbourne,April,2018-04-14 16:35,86,79,1,W
North Melbourne,Carlton,2018,VIC,Home,Bellerive Oval,Hobart,April,2018-04-14 19:25,116,30,1,W
Carlton,North Melbourne,2018,VIC,Away,Bellerive Oval,Hobart,April,2018-04-14 19:25,30,116,0,L
West Coast,Gold Coast,2018,WA,Home,Perth Stadium,Perth,April,2018-04-14 18:10,139,59,1,W
Gold Coast,West Coast,2018,QLD,Away,Perth Stadium,Perth,April,2018-04-14 18:10,59,139,0,L
Essendon,Port Adelaide,2018,VIC,Home,Docklands,Melbourne,April,2018-04-15 13:10,106,84,1,W
Port Adelaide,Essendon,2018,SA,Away,Docklands,Melbourne,April,2018-04-15 13:10,84,106,0,L
Hawthorn,Melbourne,2018,VIC,Home,M.C.G.,Melbourne,April,2018-04-15 15:20,115,48,1,W
Melbourne,Hawthorn,2018,VIC,Away,M.C.G.,Melbourne,April,2018-04-15 15:20,48,115,0,L
Geelong,St Kilda,2018,VIC,Home,Kardinia Park,Geelong,April,2018-04-15 16:40,103,56,1,W
St Kilda,Geelong,2018,VIC,Away,Kardinia Park,Geelong,April,2018-04-15 16:40,56,103,0,L
Sydney,Adelaide,2018,NSW,Home,S.C.G.,Sydney,April,2018-04-20 19:50,75,85,0,L
Adelaide,Sydney,2018,SA,Away,S.C.G.,Sydney,April,2018-04-20 19:50,85,75,1,W
St Kilda,Greater Western Sydney,2018,VIC,Home,Docklands,Melbourne,April,2018-04-21 13:45,73,73,0,D
Greater Western Sydney,St Kilda,2018,NSW,Away,Docklands,Melbourne,April,2018-04-21 13:45,73,73,0,D
Carlton,West Coast,2018,VIC,Home,M.C.G.,Melbourne,April,2018-04-21 16:35,69,79,0,L
West Coast,Carlton,2018,WA,Away,M.C.G.,Melbourne,April,2018-04-21 16:35,79,69,1,W
Port Adelaide,Geelong,2018,SA,Home,Adelaide Oval,Adelaide,April,2018-04-21 19:10,50,84,0,L
Geelong,Port Adelaide,2018,VIC,Away,Adelaide Oval,Adelaide,April,2018-04-21 19:10,84,50,1,W
Fremantle,Western Bulldogs,2018,WA,Home,Perth Stadium,Perth,April,2018-04-21 18:15,108,54,1,W
Western Bulldogs,Fremantle,2018,VIC,Away,Perth Stadium,Perth,April,2018-04-21 18:15,54,108,0,L
North Melbourne,Hawthorn,2018,VIC,Home,Docklands,Melbourne,April,2018-04-22 15:20,98,70,1,W
Hawthorn,North Melbourne,2018,VIC,Away,Docklands,Melbourne,April,2018-04-22 15:20,70,98,0,L
Brisbane Lions,Gold Coast,2018,QLD,Home,Gabba,Brisbane,April,2018-04-22 16:45,71,76,0,L
Gold Coast,Brisbane Lions,2018,QLD,Away,Gabba,Brisbane,April,2018-04-22 16:45,76,71,1,W
Melbourne,Richmond,2018,VIC,Home,M.C.G.,Melbourne,April,2018-04-24 19:25,56,102,0,L
Richmond,Melbourne,2018,VIC,Away,M.C.G.,Melbourne,April,2018-04-24 19:25,102,56,1,W
Collingwood,Essendon,2018,VIC,Home,M.C.G.,Melbourne,April,2018-04-25 15:20,101,52,1,W
Essendon,Collingwood,2018,VIC,Away,M.C.G.,Melbourne,April,2018-04-25 15:20,52,101,0,L
Western Bulldogs,Carlton,2018,VIC,Home,Docklands,Melbourne,April,2018-04-27 19:50,80,59,1,W
Carlton,Western Bulldogs,2018,VIC,Away,Docklands,Melbourne,April,2018-04-27 19:50,59,80,0,L
Geelong,Sydney,2018,VIC,Home,Kardinia Park,Geelong,April,2018-04-28 13:45,69,86,0,L
Sydney,Geelong,2018,NSW,Away,Kardinia Park,Geelong,April,2018-04-28 13:45,86,69,1,W
North Melbourne,Port Adelaide,2018,VIC,Home,Docklands,Melbourne,April,2018-04-28 14:10,69,102,0,L
Port Adelaide,North Melbourne,2018,SA,Away,Docklands,Melbourne,April,2018-04-28 14:10,102,69,1,W
Greater Western Sydney,Brisbane Lions,2018,NSW,Home,Sydney Showground,Sydney,April,2018-04-28 16:35,77,43,1,W
Brisbane Lions,Greater Western Sydney,2018,QLD,Away,Sydney Showground,Sydney,April,2018-04-28 16:35,43,77,0,L
Hawthorn,St Kilda,2018,VIC,Home,York Park,Launceston,April,2018-04-28 19:25,89,54,1,W
St Kilda,Hawthorn,2018,VIC,Away,York Park,Launceston,April,2018-04-28 19:25,54,89,0,L
Adelaide,Gold Coast,2018,SA,Home,Adelaide Oval,Adelaide,April,2018-04-28 19:10,110,62,1,W
Gold Coast,Adelaide,2018,QLD,Away,Adelaide Oval,Adelaide,April,2018-04-28 19:10,62,110,0,L
Essendon,Melbourne,2018,VIC,Home,Docklands,Melbourne,April,2018-04-29 13:10,72,108,0,L
Melbourne,Essendon,2018,VIC,Away,Docklands,Melbourne,April,2018-04-29 13:10,108,72,1,W
Collingwood,Richmond,2018,VIC,Home,M.C.G.,Melbourne,April,2018-04-29 15:20,70,113,0,L
Richmond,Collingwood,2018,VIC,Away,M.C.G.,Melbourne,April,2018-04-29 15:20,113,70,1,W
Fremantle,West Coast,2018,WA,Home,Perth Stadium,Perth,April,2018-04-29 14:40,81,89,0,L
West Coast,Fremantle,2018,WA,Away,Perth Stadium,Perth,April,2018-04-29 14:40,89,81,1,W
Geelong,Greater Western Sydney,2018,VIC,Home,Kardinia Park,Geelong,May,2018-05-04 19:50,93,32,1,W
Greater Western Sydney,Geelong,2018,NSW,Away,Kardinia Park,Geelong,May,2018-05-04 19:50,32,93,0,L
Western Bulldogs,Gold Coast,2018,VIC,Home,Eureka Stadium,Ballarat,May,2018-05-05 13:45,81,72,1,W
Gold Coast,Western Bulldogs,2018,QLD,Away,Eureka Stadium,Ballarat,May,2018-05-05 13:45,72,81,0,L
Essendon,Hawthorn,2018,VIC,Home,M.C.G.,Melbourne,May,2018-05-05 14:10,67,90,0,L
Hawthorn,Essendon,2018,VIC,Away,M.C.G.,Melbourne,May,2018-05-05 14:10,90,67,1,W
West Coast,Port Adelaide,2018,WA,Home,Perth Stadium,Perth,May,2018-05-05 14:35,102,60,1,W
Port Adelaide,West Coast,2018,SA,Away,Perth Stadium,Perth,May,2018-05-05 14:35,60,102,0,L
Sydney,North Melbourne,2018,NSW,Home,S.C.G.,Sydney,May,2018-05-05 19:25,66,68,0,L
North Melbourne,Sydney,2018,VIC,Away,S.C.G.,Sydney,May,2018-05-05 19:25,68,66,1,W
Adelaide,Carlton,2018,SA,Home,Adelaide Oval,Adelaide,May,2018-05-05 19:10,125,70,1,W
Carlton,Adelaide,2018,VIC,Away,Adelaide Oval,Adelaide,May,2018-05-05 19:10,70,125,0,L
Richmond,Fremantle,2018,VIC,Home,M.C.G.,Melbourne,May,2018-05-06 13:10,110,33,1,W
Fremantle,Richmond,2018,WA,Away,M.C.G.,Melbourne,May,2018-05-06 13:10,33,110,0,L
St Kilda,Melbourne,2018,VIC,Home,Docklands,Melbourne,May,2018-05-06 15:20,67,106,0,L
Melbourne,St Kilda,2018,VIC,Away,Docklands,Melbourne,May,2018-05-06 15:20,106,67,1,W
Brisbane Lions,Collingwood,2018,QLD,Home,Gabba,Brisbane,May,2018-05-06 16:40,114,121,0,L
Collingwood,Brisbane Lions,2018,VIC,Away,Gabba,Brisbane,May,2018-05-06 16:40,121,114,1,W
Hawthorn,Sydney,2018,VIC,Home,M.C.G.,Melbourne,May,2018-05-11 19:50,71,79,0,L
